P,datetime
0.0496195,28/4/2018 10:06
0.050742988,28/4/2018 10:09
0.0326148,28/4/2018 10:12
0.017329693,28/4/2018 10:15
0.034167122,28/4/2018 10:18
0.03404032,28/4/2018 10:21
0.056671567,28/4/2018 10:24
0.035588115,28/4/2018 10:27
0.022501228,28/4/2018 10:30
0.029838476,28/4/2018 10:33
0.051672485,28/4/2018 10:36
0.039470967,28/4/2018 10:39
0.01803569,28/4/2018 10:42
0.05507818,28/4/2018 10:45
0.05605158,28/4/2018 10:48
0.055992402,28/4/2018 10:51
0.0551367,28/4/2018 10:54
0.051512197,28/4/2018 10:57
0.01764945,28/4/2018 11:00
0.03648047,28/4/2018 11:03
0.02022142,28/4/2018 11:06
0.029540097,28/4/2018 11:09
0.031054733,28/4/2018 11:12
