P,datetime
0.5853533,26/4/2018 16:39
0.5409949,26/4/2018 16:42
0.4955126,26/4/2018 16:45
0.43629402,26/4/2018 16:48
0.41666886,26/4/2018 16:51
0.33289188,26/4/2018 16:54
0.32961848,26/4/2018 16:57
0.2973455,26/4/2018 17:00
0.2764587,26/4/2018 17:03
0.25676325,26/4/2018 17:06
0.24789576,26/4/2018 17:09
0.23120552,26/4/2018 17:12
0.24406227,26/4/2018 17:15
0.2120391,26/4/2018 17:18
0.18899862,26/4/2018 17:21
0.16186887,26/4/2018 17:24
0.16243482,26/4/2018 17:27
0.1429347,26/4/2018 17:30
0.15388502,26/4/2018 17:33
0.138659,26/4/2018 17:36
0.13645329,26/4/2018 17:39
0.111182116,26/4/2018 17:42
0.09624654,26/4/2018 17:45
0.08779374,26/4/2018 17:48
0.063438185,26/4/2018 17:51
0.044843994,26/4/2018 17:54
0.013155172,26/4/2018 17:57
0.029621305,26/4/2018 18:00
-0.010689661,27/4/2018 6:00
-0.00727393,27/4/2018 6:03
0.01091774,27/4/2018 6:06
0.04145867,27/4/2018 6:09
0.08213477,27/4/2018 6:12
0.0955917,27/4/2018 6:15
0.101785176,27/4/2018 6:18
0.11620435,27/4/2018 6:21
0.11194807,27/4/2018 6:24
0.16121116,27/4/2018 6:27
0.1843659,27/4/2018 6:30
0.20309307,27/4/2018 6:33
0.24710234,27/4/2018 6:36
0.27335957,27/4/2018 6:39
0.32438573,27/4/2018 6:42
0.3625187,27/4/2018 6:45
0.42038336,27/4/2018 6:48
0.4742073,27/4/2018 6:51
0.63216656,27/4/2018 6:54
0.6512469,27/4/2018 6:57
0.7129046,27/4/2018 7:00
1.1762085,27/4/2018 7:03
1.2658268,27/4/2018 7:06
1.4234627,27/4/2018 7:09
1.4162154,27/4/2018 7:12
1.4878198,27/4/2018 7:15
1.5558982,27/4/2018 7:18
1.7402191,27/4/2018 7:21
1.7238171,27/4/2018 7:24
1.4970907,27/4/2018 7:27
0.9429165,27/4/2018 7:30
1.3072574,27/4/2018 7:33
0.9470373,27/4/2018 7:36
0.7521368,27/4/2018 7:39
0.6858938,27/4/2018 7:42
0.6902376,27/4/2018 7:45
0.70651907,27/4/2018 7:48
0.7148772,27/4/2018 7:51
0.76853085,27/4/2018 7:54
0.8095399,27/4/2018 7:57
0.8650588,27/4/2018 8:00
0.883742,27/4/2018 8:03
0.9553223,27/4/2018 8:06
1.0244907,27/4/2018 8:09
1.0772879,27/4/2018 8:12
1.1282753,27/4/2018 8:15
1.1840476,27/4/2018 8:18
1.2738408,27/4/2018 8:21
1.3513196,27/4/2018 8:24
1.3771925,27/4/2018 8:27
1.4434443,27/4/2018 8:30
1.5105718,27/4/2018 8:33
1.5506492,27/4/2018 8:36
1.7761295,27/4/2018 8:39
1.841035,27/4/2018 8:42
1.9443547,27/4/2018 8:45
2.1105065,27/4/2018 8:48
2.2930288,27/4/2018 8:51
2.454675,27/4/2018 8:54
2.242329,27/4/2018 8:57
2.2409036,27/4/2018 9:00
2.4078872,27/4/2018 9:03
2.5214367,27/4/2018 9:06
2.8728905,27/4/2018 9:09
2.6970243,27/4/2018 9:12
3.7295237,27/4/2018 9:15
4.581623,27/4/2018 9:18
3.3295395,27/4/2018 9:21
4.042131,27/4/2018 9:24
3.057447,27/4/2018 9:27
2.764344,27/4/2018 9:30
2.9572432,27/4/2018 9:33
2.675984,27/4/2018 9:36
2.534586,27/4/2018 9:39
2.5243862,27/4/2018 9:42
2.5806785,27/4/2018 9:45
2.604205,27/4/2018 9:48
2.5086503,27/4/2018 9:51
2.501737,27/4/2018 9:54
2.4994106,27/4/2018 9:57
2.5512981,27/4/2018 10:00
2.5923476,27/4/2018 10:03
2.8073027,27/4/2018 10:06
3.0483122,27/4/2018 10:09
3.3568947,27/4/2018 10:12
2.964551,27/4/2018 10:15
2.9510055,27/4/2018 10:18
3.8761294,27/4/2018 10:21
3.1771574,27/4/2018 10:24
3.0049365,27/4/2018 10:27
3.6856475,27/4/2018 10:30
2.6823645,27/4/2018 10:33
2.3282642,27/4/2018 10:36
4.2567744,27/4/2018 10:39
2.685348,27/4/2018 10:42
2.3846157,27/4/2018 10:45
3.227497,27/4/2018 10:48
2.6827693,27/4/2018 10:51
3.2244334,27/4/2018 10:54
2.8368337,27/4/2018 10:57
2.4955564,27/4/2018 11:00
2.290064,27/4/2018 11:03
1.8546593,27/4/2018 11:06
1.6808647,27/4/2018 11:09
1.7221113,27/4/2018 11:12
2.049309,27/4/2018 11:15
2.1316836,27/4/2018 11:18
2.0108032,27/4/2018 11:21
1.9001665,27/4/2018 11:24
1.9378631,27/4/2018 11:27
1.8874866,27/4/2018 11:30
1.7675596,27/4/2018 11:33
2.2788777,27/4/2018 11:36
2.8648946,27/4/2018 11:39
3.447237,27/4/2018 11:42
3.3540125,27/4/2018 11:45
2.6101828,27/4/2018 11:48
2.6428668,27/4/2018 11:51
2.7148788,27/4/2018 11:54
2.762266,27/4/2018 11:57
2.9513872,27/4/2018 12:00
3.36053,27/4/2018 12:03
3.2360368,27/4/2018 12:06
3.036609,27/4/2018 12:09
2.598382,27/4/2018 12:12
2.6567502,27/4/2018 12:15
3.2421021,27/4/2018 12:18
2.8656845,27/4/2018 12:21
1.7991822,27/4/2018 12:24
1.8989493,27/4/2018 12:27
2.353706,27/4/2018 12:30
2.625203,27/4/2018 12:33
2.3336766,27/4/2018 12:36
2.1325107,27/4/2018 12:39
2.143231,27/4/2018 12:42
